tileTZ,5408,1536,384,0,256,128,0,1,1,4294967295
tileTZ,5888,1536,384,0,256,128,0,-1,1,4294967295
tileTZ,5888,1536,384,0,256,128,0,1,1,4294967295
tileTZ,6400,1536,384,0,256,128,0,-1,1,4294967295
tileTZ,6624,1408,384,0,256,128,0,-1,1,4294967295
tileTZ,1216,1184,384,256,128,128,0,1,1,4294967295
tileTZ,1568,1248,128,256,128,128,0,1,1,4294967295
tileTZ,1088,1152,128,256,128,128,0,1,1,4294967295
tileTZ,2688,1344,256,256,128,128,0,1,1,4294967295
tileTZ,2176,1728,512,256,128,128,0,1,1,4294967295
tileTZ,5472,1536,256,256,128,128,0,1,1,4294967295
tileTZ,5696,1536,256,256,128,128,0,1,1,4294967295
tileTZ,5952,1536,256,256,128,128,0,1,1,4294967295
tileTZ,6208,1536,256,256,128,128,0,1,1,4294967295
tileTZ,7584,1600,384,256,128,128,0,1,1,4294967295
tileTZ,7008,960,128,256,128,128,0,1,1,4294967295
tileTZ,8416,1216,384,256,128,128,0,1,1,4294967295
tileTZ,9824,1120,384,256,128,128,0,1,1,4294967295
tileTZ,8960,1184,384,256,128,128,0,1,1,4294967295
tileTZ,10880,1184,384,256,128,128,0,1,1,4294967295
tileTZ,10176,1152,256,256,128,128,0,1,1,4294967295
tileTZ,9600,1120,128,256,128,128,0,1,1,4294967295
tileTZ,9344,1216,128,256,128,128,0,1,1,4294967295
tileTZ,11168,1088,128,256,128,128,0,1,1,4294967295
tileTZ,9184,1120,512,256,128,128,0,1,1,4294967295
tileTZ,10016,1216,512,256,128,128,0,1,1,4294967295
tileTZ,10464,1088,512,256,128,128,0,1,1,4294967295
tileTZ,8640,1088,512,256,128,128,0,1,1,4294967295
tileTZ,6752,1408,512,256,128,128,0,1,1,4294967295
tileTZ,4544,2048,256,256,128,128,0,1,1,4294967295
tileTZ,4608,2112,512,128,128,128,0,1,1,4294967295
tileTZ,4480,1984,512,256,128,128,0,1,1,4294967295
tileTZ,5376,2048,512,256,128,128,0,1,1,4294967295
tileTZ,4544,2176,512,128,128,128,0,1,1,4294967295
tileTZ,7584,1344,128,256,256,128,0,1,1,4294967295
tileTZ,7008,1856,128,256,128,128,0,1,1,4294967295
tileTZGrass,4704,1663,0,0,64,64,0,0,0,0
tileTZGrass,2688,378,64,0,64,64,0,1,1,4294967295
tileTZGrass,2752,378,64,0,64,64,0,1,1,4294967295
tileTZGrass,2816,378,128,0,64,64,0,1,1,4294967295
tileTZGrass,2624,378,0,0,64,64,0,1,1,4294967295
tileTZGrass,2688,1274,0,0,64,64,0,1,1,4294967295
tileTZGrass,2752,1274,64,0,64,64,0,1,1,4294967295
tileTZGrass,2816,1274,128,0,64,64,0,1,1,4294967295
tileTZGrass,1856,1274,128,0,64,64,0,1,1,4294967295
tileTZGrass,1792,1274,64,0,64,64,0,1,1,4294967295
tileTZGrass,1728,1274,64,0,64,64,0,1,1,4294967295
tileTZGrass,1664,1274,64,0,64,64,0,1,1,4294967295
tileTZGrass,1600,1274,64,0,64,64,0,1,1,4294967295
tileTZGrass,1536,1274,0,0,64,64,0,1,1,4294967295
tileTZ,2816,1088,896,0,128,256,0,1,1,4294967295
tileTZ,2944,1088,896,0,128,256,0,1,1,4294967295
tileTZ,3072,1088,896,0,128,256,0,1,1,4294967295
tileTZ,3200,1088,896,0,128,256,0,1,1,4294967295
tileTZ,4992,1536,256,0,128,128,0,1,1,4294967295
