objSolidMask01,0,384,02B69F9E,0,9.00000000,16.00000000,4294967295,0.00000000,0
objSolidMask01,1152,448,50EC29E7,0,23.50000000,7.00000000,4294967295,0.00000000,0
objLayer0Mask03,832,256,4FA15203,0,-1.00000000,1.00000000,4294967295,0.00000000,0
objLayer1Mask03,480,256,A211BF9F,0,1.00000000,1.00000000,4294967295,0.00000000,0
objSolidMask09,480,256,97097712,0,-1.00000000,1.00000000,4294967295,180.00000000,0
objSolidMask09,832,256,F2EFAAD5,0,1.00000000,1.00000000,4294967295,180.00000000,0
objSolidMask01,481,97,8AA0FAE8,0,2.75000000,1.00000000,4294967295,0.00000000,0
objSwitchLayerAlternate,640,128,D6D6A6D0,0,2.28571429,1.3333333300000002,4294967295,0.00000000,0
objSwitchLayer0,384,128,8745DCF5,0,4.57142857,5.33333333,4294967295,0.00000000,0
objSwitchLayer1,864,128,84142945,0,4.57142857,5.33333333,4294967295,0.00000000,0
objPlayerSpawn,320,384,69F2D837,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,416,384,A8E098A3,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,352,384,981AD685,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,224,384,8CF30B18,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,128,384,E5F02AB7,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,64,384,9A0CA671,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,32,384,9DCF7B4F,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,256,384,C93C52A7,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,288,384,7D784B23,0,1.00000000,1.00000000,4294967295,0.00000000,0
objPlayerSpawn,192,384,1D86340F,0,1.00000000,1.00000000,4294967295,0.00000000,0
